Nom de l'offre touristique;Type de l'offre;Adresse1;Adresse partie 1 suite;Adresse partie 2;Adresse partie 3;Code postal;Nom de la commune;Cedex de l'adresse postale;Code Insee de la Commune;Latitude;Longitude;Situation de l'offre;N° de téléphone mobile;N° de téléphone fixe;N° de fax;Adresse e-Mail;Url du site web;Type de plateforme/url;Url pour accéder à la vidéo;Code Embed pour intégrer une video;Widget tripadvisor;Catégorie de la fête ou manifestation;Equipements;Animal accepté: oui / non;Complément information animal accepté;Label tourisme handicap;SPaccessibilite;Confort pour les hébergements collectifs;Labels;Classement dans un label;Présence l'offre sur les grands itinéraires vélo;Langues parlées à l'accueil;Services proposés sur place;Groupe accepté: oui / non;Nombre personnes max par dortoir;Nombre chambres;Nombre total d'hébergements / logements;Nombre lits;Nombre personnes;Ouverture 24h / 24h: oui / non;Ouvert toute l'année: oui / non;Horaires d'ouvertures;Nom du contact/Tel contact/mail contact;Centrale de réservation en ligne?;Moyen(s) de réservation en ligne;Tarif(s);Modes de paiement acceptés;CapaciteNbChambresFamiliales;CapaciteNbChambresMobReduite;CapaciteNbEmplacements;CapaciteNbEmplacementsCampingCar;CapaciteNbEmplacementsLocatifs;CapaciteNbEmplacementsNus;CapaciteNbEmplacementsResidentiels;CapaciteNbEmplacementsSaison;CapaciteNbSalleReunion;CapaciteSurface;SyndicObjectID;localisation;departement
GÎTE ÉTAPE ET SÉJOUR - LE ROC AU LOUP;Gîte de groupe,Gîte d'étapes;;;Le Roc au Loup;;53240;ANDOUILLE;;53005;48.178596;-0.7942199;Gare SNCF||||15;06 26 31 98 77;;;;http://www.lerocauloup.fr/;;;;;Non classé;;non;;;non;Cuisine professionnelle,Parking,Salle de réception;Gîtes de France;1 épi;;Anglais,Espagnol,Français;Fourniture de draps (gratuit),Fourniture de linge (gratuit),Prestation de restauration;oui;;5;;18;18;;oui;;LEFORT MARIE ANNE||02 43 91 50 50||le.roc.au.loup@wanadoo.fr;;;Nuitée / pers||18,00||20,00||Soirée étape,Forfait week-end / pers||790,00||1000,00||;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Virement;;;;;;;;;;;HCOLL873180466;48.178596, -0.7942199;Mayenne
Gîte Le Moulin Arrondeau jusqu'à 24 pers.;Gîte de groupe,Gîte d'étapes;;;Moulin Arrondeau;;53140;SAINT-CALAIS-DU-DESERT;;53204;48.486692;-0.293704;Gare SNCF||||30,Itinéraire de randonnée||Gr® de Pays Tour du Mont des Avaloirs||0,1;06 48 19 58 90;;;;;;;;;2 étoiles;;;;;non;Parking,Salle de réception;Accueil Vélo,Gîtes de France;2 épis;;Anglais,Espagnol,Français;Fourniture de linge (gratuit),Option nettoyage / ménage;oui;5;6;;24;24;;oui;;MOTAS Lucie et Renaud||06 48 19 58 90||tourismenature.res@gmail.com;;;Forfait location privative de l'hébergement||||||Forfait week-end 1 ou 2 nuits;;;;;;;;;;;;HCOLL873180402;48.486692, -0.293704;Mayenne
Les gîtes du Val de Loir;Gîte d'étapes;;;Les Gîtes du Val de Loir;;72500;FLEE;;72134;47.742763;0.42177;Gare SNCF||||999;;06 13 66 79 59;;;;;;;;Non classé;;oui;;;non;;Gîtes de France;;;;;;;4;;12;10;;oui;||||toute l'année||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;Chèques bancaires et postaux;;;;;;;;;;;HCOLLPDL072V50028E;47.742763, 0.42177;Sarthe
REFUGE DE LA COLLE;Gîte d'étapes;;;;la Colle;44360;CORDEMAIS;;44045;47.30088;-1.82074;Route (nationale/départ.)||D17||;06 07 97 69 48;02 40 57 01 30;;;;;;;;Non classé;;;;;non;;;;;;;oui;;;;;15;;oui;||||A PARTIR DU 15 JUILLET||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;accueil mairie||02 40 57 85 18||;;;Nuitée / hébergement||||||Gratuit. Chèque de caution de 400€. Réservation à l'avance, car dossier à établir;;;;;;;;;;;;HCOLLPDL044V501AZV;47.30088, -1.82074;Loire-Atlantique
Gîte de groupe - Les Ganches;Gîte de groupe;Les Ganches;;;;72320;SAINT-MAIXENT;;72296;48.0798861;0.67845249;Route (nationale/départ.)||D185||8,Autoroute||A11||8,Aéroport/aérodrome||Le Mans||40,Gare SNCF||La Ferté-Bernard||10;;06 88 93 28 29;;;http://gitedesganches.free.fr;Facebook||https://fr-fr.facebook.com/GitedesGanches/info;;;;Non classé;WiFi;non;;;non;Cuisine professionnelle,Parking,Salle de réception,Terrain clos;;;;Français;Location de draps;oui;8;8;1;31;50;non;oui;;M. VAUDECRANNE||06 88 93 28 29||gitedesganches@free.fr;;;Forfait location privative de l'hébergement||790,00||1310,00||TARIFS SUR DEMANDE;Chèques bancaires et postaux,Espèces,Virement;;;;;;;;;;;HCOLLPDL072V501QFD;48.0798861, 0.67845249;Sarthe
Maison Famille Rurale;Maison familiale;;;51, rue Louis Moron;Brissac Quincé;49320;BRISSAC LOIRE AUBANCE;;49050;47.35107;-0.44454;Route (nationale/départ.)||D748||2,Autoroute||A87, sortie n°23||20,Gare SNCF||Angers St Laud||20,Aéroport/aérodrome||Angers Marcé||40;;02 41 91 23 25;;;http://www.mfr-cfa-brissac.org;;;;;Non classé;WiFi;non;;;non;Cuisine professionnelle,Parking,Salle de réception,Terrain clos;;;;Français;;oui;6;;;27;27;non;oui;;;;;;Chèques bancaires et postaux,Espèces,Virement;;;;;;;;;;;HCOLLPDL049V50016W;47.35107, -0.44454;Maine-et-Loire
AFM - Village Répit Familles La Salamandre;;AFM;Résidence Yolaine de Kepper;;Bois de Rochefoucq;49170;SAINT-GEORGES-SUR-LOIRE;;49283;47.408837;-0.7606029;Route (nationale/départ.)||D961||1;;02 41 22 60 60;;;;;;;;Non classé;WiFi;oui;chiens d'assistance;;non;Parking;;;;Français;Fourniture de draps (gratuit),Nettoyage / ménage (gratuit),Prestation de restauration;non;;50;;50;50;oui;oui;;;;;;Chèques bancaires et postaux,Chèques Vacances;;;;;;;;;;;HCOLLPDL049V500KF3;47.408837, -0.7606029;Maine-et-Loire
Gîte de groupe Vaunaval;Centre d'accueil et/ou de vacances,Gîte de groupe,Gîte d'étapes;Lieu dit Lüna Park;Route de Coulongé;;Vaunaval;72800;LE LUDE;;72176;47.653777;0.170107;Route (nationale/départ.)||Route de Coulongé au Lude||0;06 27 35 80 21;;;;https://www.vaunaval.com;;;;;Non classé;Défibrillateur,WiFi;non;;;non;Cuisine professionnelle,Parking,Plain pied,Salle de réception,Terrain clos;;;;Anglais,Français;Location de draps,Option nettoyage / ménage,Prestation de restauration;oui;6;22;;100;100;non;oui;;LORIOT Anita||06 46 50 44 05||vaunaval@ville-lelude.fr;;;Nuitée / pers||||||Nuitée/personne pour l'accueil de groupes scolaires, sportifs, séjours de vacances...;Chèques bancaires et postaux,Espèces,Virement;;;;;;;;;;;HCOLLPDL072V50UICA;47.653777, 0.170107;Sarthe
Domaine du Château de Fontenay;Gîte de groupe;;;Chemin du logis;;72350;FONTENAY-SUR-VEGRE;;72136;47.9043;-0.223656;Route (nationale/départ.)||||;06 29 51 38 71;;;;https://www.domainedefontenay.com/;Instagram||https://www.instagram.com/domainedefontenay/;https://drive.google.com/file/d/1IqWQSItU4O3vHom01PxavLZN7KCxKLGt/view?usp=drive_link;;;Non classé;Espace bien-être,WiFi;oui;;;non;Parking,Plain pied,Salle de réception;;;;Anglais,Français;Location de draps,Location de linge,Location/prêt de vélo,Option nettoyage / ménage,Prestation de restauration;oui;8;18;2;33;51;non;;01/01/2025||31/12/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;Forfait location privative de l'hébergement||5400,00||5400,00||;Cartes bancaires,Virement;;;;;;;;;;;HCOLLPDL072V50Y52Z;47.9043, -0.223656;Sarthe
Gîte au camping des Portes de l'Anjou;;Camping les Portes de l'Anjou;;9 rue du Camping;;49430;DURTAL;;49127;47.6714975;-0.2352347;Route (nationale/départ.)||||0,5,Autoroute||A11||0,5;;02 41 76 31 80;;;http://www.lesportesdelanjou.com/;;;;;3 étoiles;;oui;;;non;;;;;Anglais;;oui;2;2;1;14;14;;non;11/04/2025||12/10/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;SAULAY Sophie||02 41 76 31 80||contact-camping@lesportesdelanjou.com;;;Forfait week-end / pers||||||230€ les 2 nuits,Forfait location privative de l'hébergement||||||532€ la semaine,658€ la semaine entre le 6/07 et le 23/08;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces;;;;;;;;;;;HCOLL968000335;47.6714975, -0.2352347;Maine-et-Loire
Gîte de groupe - Manoir de Crémeur;Centre d'accueil et/ou de vacances,Gîte d'étapes;;;Route d'Herbignac;;44350;GUERANDE;;44069;47.327824;-2.429306;;07 68 71 53 60;;;;https://manoirdecremeur.fr/;;;;;;;oui;;;;;;;;;;;;6;;15;15;;;;;;;;;;;;;;;;;;;HCOLLHCOLLRMANOIRDECREMEUR;47.327824, -2.429306;Loire-Atlantique
Résidence Les Alizés;Centre d'accueil et/ou de vacances;;;10 avenue de Rhuys;;44500;LA BAULE-ESCOUBLAC;;44055;47.27606;-2.36171;;;02 40 60 34 86;02 40 60 20 67;;;;;;;3 étoiles;Espace bien-être,Piscine couverte,WiFi;;;;non;Parking;;;;;Fourniture de draps (gratuit),Fourniture de linge (gratuit),Location/prêt de vélo;;;28;;;;;;;;;;;;;;;;;;;;;;HCOLLHCOLLRRESIDENCELESALIZES;47.27606, -2.36171;Loire-Atlantique
Habitat Jeunes du Saumurois;;;;3 rue Fourrier;;49400;SAUMUR;;49328;47.257927;-0.072747;;;02 41 51 05 53;;;https://www.habitatjeunesdusaumurois.org/;;;;;;;non;;;non;;;;;Français;;;;85;;;85;;;||||Pour connaitre le détail, contacter l'établissement.||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;Cartes bancaires,Chèques bancaires et postaux,Espèces,Virement;;;;;;;;;;;HCOLLPDL049V50HOC3;47.257927, -0.072747;Maine-et-Loire
Auberge de jeunesse Darwin;Auberge de jeunesse;;;3, Rue Darwin;;49045;ANGERS;01;49007;47.47504;-0.603894;;07 88 79 72 73;02 41 22 61 20;;;http://www.foyerdarwin.com;;;;;;WiFi;;;;non;Parking;UNAT;;;Anglais,Espagnol,Français;Location/prêt de vélo,Prestation de restauration;;;32;;60;53;;;01/01/2024||26/12/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,01/01/2025||09/02/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,14/02/2025||23/02/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,28/02/2025||06/04/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,11/04/2025||21/04/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,25/04/2025||29/06/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,04/07/2025||24/08/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,29/08/2025||22/12/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Virement;;;;;;;;;;;HCOLLQDARWIN;47.47504, -0.603894;Maine-et-Loire
Gîte logis des Gabelous;;;;640 Lasseron;;44370;LOIREAUXENCE;;44213;47.4725192;-0.967463;;06 59 21 44 98;02 40 98 43 76;;;https://www.logisdesgabelous.fr/;Facebook||https://www.facebook.com/logisdesgabelous/,Instagram||https://www.instagram.com/logisdesgabelous/;;;;;Piscine,WiFi;;;;non;Parking,Terrain clos;;;;Français;Fourniture de draps (gratuit);;;5;;10;15;;oui;;;oui;Airbnb||https://www.airbnb.fr/rooms/1592141?source_impression_id=p3_1753186337_P3UmBR5zZ3k0RSsJ||||||;Forfait location privative de l'hébergement||500,00||||;;;;;;;;;;;;HCOLLPDL044V51JWO2;47.4725192, -0.967463;Loire-Atlantique
GÎTE DE GROUPE - MANOIR DE L'ESPÉRANCE;Gîte de groupe,Gîte d'étapes;;;L'Espérance;;44560;CORSEPT;;44046;47.27731;-2.07749;;06 19 26 75 80;02 40 39 60 89;;;http://www.manoirdelesperance.fr/;;;;;;;oui;;;non;Cuisine professionnelle,Salle de réception;Accueil Vélo,Ambassadeur Val de Loire,Écolabel Européen,La Loire à vélo,La Vélodyssée,Qualité Tourisme,Rando Accueil;;EV1-La Vélodyssée,EV6-La Loire à Vélo;;;;;8;;;37;;;01/01/2022||31/12/2022||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;Nuitée / hébergement||890,00||890,00||;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces;;;;;;;;;;;HCOLLRVILPDL0440001748;47.27731, -2.07749;Loire-Atlantique
Château Chevreuil - Gîtes et Maison de vacances;;;;La Salle;;44580;SAINT-MICHEL-CHEF-CHEF;;44182;47.00867;-1.86067;;;07 84 40 88 50;;;https://www.chateauchevreuil.com/;;;;;;WiFi;oui;;;;Parking;;;;;;;;;;;20;;;01/01/2025||31/12/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;Cartes bancaires,Espèces;;;;;;;;;;;HCOLLHCOLLJSMCHATCHEVREUIL;47.00867, -1.86067;Loire-Atlantique
Gîtes de la ferme du château de Lorrière;Gîte de groupe;;;Laurière;Dissé sous le Lude;72800;LE LUDE;;72176;47.5869639;0.1416742;;06 85 72 89 78;;;;https://www.gitesdumanoirdelorriere.com/;;;;;Non classé;;;;;non;;;;;;;;;6;2;;24;;oui;;;;;Nuitée / hébergement||500,00||||minimum 2 nuits. 10 % à partir une semaine;;;;;;;;;;;;HCOLLPDL072V50FZF4;47.5869639, 0.1416742;Sarthe
Le P'tit Nogent;;;;Rue de Villeneuve;;72110;NOGENT-LE-BERNARD;;72220;48.238649;0.48811;;;02 43 29 33 13;;;https://nogent-le-bernard.fr/;;;;;;;;;;non;Cuisine professionnelle,Parking,Salle de réception;;;;;;;;3;;9;12;;;;Mairie de Nogent-le-Bernard||02 43 29 33 13||mairie.nogent.lebernard@wanadoo.fr;;;;;;;;;;;;;;;HCOLLPDL072V50XE0D;48.238649, 0.48811;Sarthe
HÉBERGEMENT DE GROUPE;Gîte de groupe;;Mazerolles;La Pièce de l'Ile;;44240;SUCE-SUR-ERDRE;;44201;47.3631736;-1.5099295;;;02 40 77 70 20;;;http://www.suce-sur-erdre.fr/au-quotidien/salles-et-equipements/;;;;;;;;;;non;Cuisine professionnelle,Parking,Salle de réception,Terrain clos;;;;;;;26;;1;;26;;;;Mairie de Sucé-sur-Erdre||02 40 77 70 20||;;;;;;;;;;;;;;;HCOLLPDL044V50MNDO;47.3631736, -1.5099295;Loire-Atlantique
Maison Marguerite;;;port rhingeard;;;53970;L'HUISSERIE;;53119;47.9981622;-0.7410635;;06 33 55 14 05;;;;;Instagram||https://www.instagram.com/maison_de_marguerite/;;;;;;;;;non;;;;;;;;;;;;;;;01/04/2025||30/09/2025||||||10:00||18:00||||||10:00||18:00||||||10:00||18:00||||||10:00||18:00||||||10:00||18:00||||||10:00||18:00||||||10:00||18:00||||;;;;;;;;;;;;;;;;HCOLLPDL053V50AZX6;47.9981622, -0.7410635;Mayenne
Gîte de groupe de Juzet;Gîte de groupe;;;25 Juzet;;44290;GUEMENE-PENFAO;;44067;47.62668;-1.78341;;06 61 25 42 82;;;;;;;;;;;non;;;;;;;;Français;;non;;;;;12;;;;;;;Nuitée / pers||||||;;;;;;;;;;;;HCOLLPDL044V51HCJE;47.62668, -1.78341;Loire-Atlantique
Gîte de groupe Le Gué des Boires;Gîte de groupe;;;;Le Gué des Boires;72230;RUAUDIN;;72260;47.945049;0.260631;;06 82 37 91 83;;;;http://www.giteduguedesboires.com/;;;;;;;;;;non;Cuisine professionnelle,Parking,Salle de réception,Terrain clos;;;;;Location de draps,Option nettoyage / ménage,Prestation de restauration;oui;23;10;2;;43;;oui;;;;;;Chèques bancaires et postaux;;;;;;;;;;;HCOLLPDL072V502977;47.945049, 0.260631;Sarthe
Gîtes de la Basse Forterie;Gîte de groupe,Gîte d'étapes;;;;Lieu-dit La Basse Forterie;53800;LA SELLE-CRAONNAISE;;53258;47.8503256;-1.0731155;;;02 43 06 10 40;;;https://www.la-forterie.com/;;;;;2 étoiles;WiFi;oui;Animaux interdits d'accès dans les chambres et salles d'eau;;non;Cuisine professionnelle,Parking,Salle de réception;;;;Anglais,Français;Location de draps,Location de linge,Option nettoyage / ménage;oui;6;14;2;41;53;;oui;;mme Verdier||02 43 06 10 40||gitelaforterie@orange.fr;;;Forfait location privative de l'hébergement||780,00||1400,00||Détail des tarifs sur www.la-forterie.com;Chèques bancaires et postaux,Espèces,Virement;;;;;;;;;;;HCOLLPDL053V507UPM;47.8503256, -1.0731155;Mayenne
Gîte de groupe Manoir de Nourray;Gîte de groupe;;;;Nourray;72480;BERNAY-NEUVY-EN-CHAMPAGNE;;72219;48.0885448;-0.0762875;;;06 68 06 49 49;;;;Facebook||https://www.facebook.com/LeManoirdeNourray/;;;;Non classé;;non;En laisse;;non;Cuisine professionnelle,Parking,Salle de réception;Gîtes de France;2 épis;;Français;Location de draps,Option nettoyage / ménage,Prestation de restauration;oui;;7;1;23;34;;oui;||||toute l'année||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;Mme Dubois Elisabeth||06 68 06 49 49||lemanoirdenourray@gmail.com;;;Forfait location privative de l'hébergement||||||A partir de 600€ le weekend;Chèques Vacances;;;;;;;;;;;HCOLLPDL072V50028R;48.0885448, -0.0762875;Sarthe
Gite de groupe - Le jardin des 4 saisons;Gîte de groupe,Maison familiale;;;1457 route de la Plouzière;;72560;CHANGE;;72058;47.9619652;0.2521548;;0678867744;;;;https://lejardindes4saisons.com/;;https://youtu.be/mq1AzwOMai0;;;;Climatisation,Local vélo,Piscine,WiFi;non;;;non;Cuisine professionnelle,Parking,Plain pied,Salle de réception;;;;Français;Fourniture de draps (gratuit),Fourniture de linge (gratuit),Location/prêt de vélo,Option nettoyage / ménage;oui;0;8;5;8;15;non;;;;;;Nuitée / hébergement||650,00||750,00||*Hors évènementiels,Taxe de séjour / nuit / pers||0,88||0,88||Par personne/nuit,Petit-déjeuner / pers||14,00||18,00||Selon saisons et groupe;Chèques bancaires et postaux,Espèces,Virement;;;;;;;;;;;HCOLLPDL072V50Y1BT;47.9619652, 0.2521548;Sarthe
LE GÎTE   LA TOUR DU THIEMAY;Gîte de groupe;;;2 Le Thiemay;;44130;FAY-DE-BRETAGNE;;44056;47.350367;-1.8003029;;07 70 50 41 76;02 40 57 01 40;;;;Facebook||https://www.facebook.com/domaineduthiemay,Tripadvisor||https://www.holidaylettings.fr/location-vacances/vigneux-de-bretagne/6598119;;;;;;oui;;;non;Cuisine professionnelle,Parking,Salle de réception,Terrain clos;;;;Anglais,Français;Location de draps,Location de linge,Option nettoyage / ménage;oui;6;3;1;10;12;non;oui;;;;;;Chèques bancaires et postaux;;;;;;;;;;;HCOLLPDL044V50CLK1;47.350367, -1.8003029;Loire-Atlantique
Salle et Gîtes de la Roullière;Gîte de groupe,Gîte d'étapes;;;2 Lieu-dit La Roullière;Le Longeron;49710;SEVREMOINE;;49301;47.011169;-1.056101;;0613380975;;;;https://gitesdelaroulliere.com;;;;;;Piscine couverte,WiFi;non;;;non;Parking,Salle de réception;;;;Anglais,Français;Location de draps,Location de linge,Option nettoyage / ménage;oui;0;9;5;18;25;non;oui;;;;;Forfait location privative de l'hébergement||300,00||600,00||par semaine selon la saison et la capacité du gîte choisi.,Nuitée / hébergement||80,00||160,00||le week-end selon la saison et la capacité du gîte choisi.;Espèces,Virement;;;;;;;;;;;HCOLLPDL049V50AV6V;47.011169, -1.056101;Maine-et-Loire
AUBERGE LES BAINS DOUCHES;Auberge de jeunesse;;;20 rue du Dupleix;;44100;NANTES;;44109;47.2038307;-1.5779509;;;09.77.96.44.83;;;https://aubergelesbainsdouches.fr/;;;;;;Local vélo,WiFi;non;;;non;Salle de réception;;;;;Fourniture de draps (gratuit);oui;4;4;1;14;14;non;oui;;;oui;||https://aubergelesbainsdouches.fr/||||09 77 96 44 83||contact@aubergelesbainsdouches.fr;;Cartes bancaires,Chèques bancaires et postaux,Virement;;;;;;;;;;;HCOLLPDL044V514Q58;47.2038307, -1.5779509;Loire-Atlantique
Centre d'hébergement des Perrières;Gîte de groupe;;;7 rue d'Anjou;Doué-la-Fontaine;49700;DOUE-EN-ANJOU;;49125;47.19031;-0.260581;;;02 41 59 71 29;;;https://hebergement-groupe-anjou.com/;;;;;;WiFi;non;;;non;Cuisine professionnelle,Parking,Terrain clos;;;;Anglais,Espagnol,Français;Location de draps,Prestation de restauration;oui;;;;58;58;;oui;31/01/2025||31/12/2025||Pour connaitre le détail, contacter l'établissement.||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,02/02/2026||31/12/2026||Pour connaitre le détail, contacter l'établissement.||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;Nuitée / pers||16,00||25,00||Nuitée scolaire ad 16 € - Nuitée ad hors scolaire : 25 €;Chèques bancaires et postaux,Virement;;;;;;;;;;;HCOLLQZSHCPERRIERES;47.19031, -0.260581;Maine-et-Loire
Gîte au Château du Plessis-Chivré;;;;955 route du Porage;Le Plessis-Chivré;49330;ETRICHE;;49132;47.66463;-0.454807;;06 60 21 55 65;;;;http://leplessischivre.fr/;;;;;Non classé;;;;;non;Salle de réception,Terrain clos;;;;Anglais,Français;;oui;;3;1;;15;;oui;01/01/2025||31/12/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;Claire CROUAN||06 60 21 55 65||;;;;Chèques bancaires et postaux,Espèces,Virement;;;;;;;;;;;HCOLLPDL049V50G8KN;47.66463, -0.454807;Maine-et-Loire
Le D à 7 faces;Gîte de groupe;;;Courcelle;;53260;PARNE-SUR-ROC;;53175;48.02068;-0.6701;;07 44 86 56 24;02 52 46 06 84;;;http://www.leda7faces.com/;;;;;Non classé;Tennis,WiFi;non;;Déficience auditive,Déficience mentale,Déficience moteur,Déficience visuelle;oui;Cuisine professionnelle,Parking,Salle de réception;;;;Français;Fourniture de draps (gratuit),Fourniture de linge (gratuit),Option nettoyage / ménage;oui;15;;;47;53;;oui;;;;;Nuitée / hébergement||25,00||25,00||25€ par personne et minimum 15 personnes  (2 nuits minimum en dortoir),Forfait week-end / pers||2800,00||2800,00||Tarifs pour 53 couchages en basse saison, du vendredi au lundi matin,Forfait week-end / pers||4250,00||4250,00||Tarifs pour 53 couchages en haute saison,  du vendredi au lundi matin;Virement;;;;;;;;;;;HLOPDL0530841689;48.02068, -0.6701;Mayenne
La Fermette de la Grasserie;;;;La Grasserie;;44370;LOIREAUXENCE;;44213;47.462024;-1.094604;;;;;;;;;;;;;;;;non;Salle de réception;;;;;;oui;;;;;15;;;;;;;;;;;;;;;;;;;HCOLLPDL044V519REX;47.462024, -1.094604;Loire-Atlantique
Gîte de réception de la Prise Gauthier;Gîte de groupe;;;La Prise Gauthier;;72200;LA FLECHE;;72154;47.6663159;-0.1059789;;;02 43 94 04 13;;;;;;;;Non classé;;oui;demande au préalable;;non;Cuisine professionnelle,Parking,Salle de réception,Terrain clos;;;;Français;Option nettoyage / ménage;oui;1;4;1;12;16;non;oui;;Madame SURUT Micheline||02 43 94 04 13||laprisegauthier@yahoo.fr;;;Nuitée / hébergement||||||480€ pour le week-end ( 2 jours - 1 nuit );Chèques bancaires et postaux;;;;;;;;;;;HCOLLPDL072V504PH6;47.6663159, -0.1059789;Sarthe
GITE DE GROUPE UN AIR DE CAMPAGNE;Gîte de groupe,Maison familiale;;;La Thebaudiere;;53470;MARTIGNE-SUR-MAYENNE;;53146;48.190873;-0.630534;;;02 43 02 59 78;;;;;;;;Non classé;Local vélo,WiFi;non;;;non;Cuisine professionnelle,Garage,Parking,Plain pied,Salle de réception;;;;Anglais,Français;Prestation de restauration;oui;8;3;1;6;14;;oui;01/01/2021||31/12/2050||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;BESCHER Isabelle et Jean-Michel||02 43 02 59 78||unairdecampagne53@orange.fr;;;Forfait location privative de l'hébergement||360,00||530,00||;Virement;;;;;;;;;;;HCOLLPDL053V507R37;48.190873, -0.630534;Mayenne
M et Mme Pascal et Anne LECLERC;Gîte de groupe;;;Le Moulin de Margue - Laigné;;53200;PREE-D'ANJOU;;53124;47.833695;-0.793059;;0677169831;;;;;Facebook||https://www.facebook.com/domainedumoulin53;;;;3 étoiles;Garage,Local vélo,WiFi;non;;;non;Garage,Parking,Salle de réception,Terrain clos;;;;Anglais;Fourniture de draps (gratuit),Fourniture de linge (gratuit),Option nettoyage / ménage,Prestation de restauration;oui;;6;1;10;15;;oui;;Leclerc Anne ||0677169831||loca.margue53@gmail.com;;;||520,00||750,00||,||900,00||1200,00||;Chèques bancaires et postaux,Espèces,Virement;;;;;;;;;;;HCOLLPDL053V50BI8H;47.833695, -0.793059;Mayenne
Courfleurie;Gîte de groupe;;;Route de la Flèche D12;Courfleurie;72270;COURCELLES-LA-FORET;;72100;47.802342;-0.0850789;;06 75 32 37 41;;02 43 45 16 76;;https://www.courfleurie.fr/;Facebook||https://www.facebook.com/reception.courfleurie?ref=tn_tnmn;http://www.youtube.com/watch?v=MoGoN3nCHZA,http://www.youtube.com/watch?v=MoGoN3nCHZA;;;Non classé;;non;;;non;Cuisine professionnelle,Parking,Salle de réception,Terrain clos;;;;Français;Fourniture de draps (gratuit);oui;;6;10;;52;;non;;Mr et Mme Charlet ||06 75 32 37 41||info@courfleurie.fr;;;;;;;;;;;;;;;HCOLLPDL072V5015TX;47.802342, -0.0850789;Sarthe
